id,symbol,name,current_price,market_cap,contract_address,decimals
grx-chain,grx,GRX Chain,9.58,91401275,N/A,
usdu,usdu,USDu,1.002,91273535,N/A,
linea,linea,Linea,0.00364281,90745668,0x1789e0043623282d5dcc7f213d703c6d8bafbb04,
pleasing-gold,pgold,Pleasing Gold,4640.74,90517773,N/A,
derive,drv,Derive,0.09052,90508218,0xb1d1eae60eea9525032a6dcb4c1ce336a1de71be,
pharos-network,pros,Pharos,0.663562,89511061,N/A,
mag7-ssi,mag7.ssi,MAG7.ssi,0.518605,87886551,N/A,
bio-protocol,bio,Bio Protocol,0.04085643,87811383,0xcb1592591996765ec0efc1f92599a19767ee5ffa,
lombard-protocol,bard,Lombard,0.281039,87790534,0xf0db65d17e30a966c2ae6a21f6bba71cea6e9754,
usda-3,usda,USDA,0.995311,86432357,N/A,
jusd,jusd,JUSD,0.999509,86184136,N/A,
qubic-network,qubic,Qubic,6.25283e-07,86062140,N/A,
kusama,ksm,Kusama,4.74,85903181,N/A,
xdai,xdai,XDAI,0.999751,85261904,N/A,
everything,ev,Everything,0.00085226,84964361,0xe7e7e741c23a4767831a56a8c99f522c5ac1e7e7,
cysic,cys,Cysic,0.526745,84707544,N/A,
vicicoin,vcnt,ViciCoin,17.38,84683417,0x3be775b699fee916e7de117994358ff8f48e4569,
keeta,kta,Keeta,0.1599,84394717,N/A,
theta-fuel,tfuel,Theta Fuel,0.01133006,82884485,N/A,
infinifi-usd,iusd,InfiniFi USD,0.9999,81903660,0x48f9e38f3070ad8945dfeae3fa70987722e3d89c,
zetachain,zeta,ZetaChain,0.057804,81772982,0xf091867ec603a6628ed83d274e835539d82e9cc8,18.0
apyusd,apyusd,apyUSD,1.35,81517768,0x38eeb52f0771140d10c4e9a9a72349a329fe8a6a,
meteora,met,Meteora,0.158374,81305294,N/A,
unifai-network,uai,UnifAI Network,0.3392,80995453,N/A,
dog-go-to-the-moon-rune,dog,Dog (Bitcoin),0.00081017,80976171,N/A,
naoris,naoris,Naoris Protocol,0.134849,80581491,0x1b379a79c91a540b2bcd612b4d713f31de1b80cc,
basedhype,basedhype,BasedHype,0.00800247,80005566,N/A,
mbg-by-multibank-group,mbg,MBG By Multibank Group,0.299962,79509967,0x45e02bc2875a2914c4f585bbf92a6f28bc07cb70,18.0
nexpace,nxpc,Nexpace,0.295305,79473352,N/A,
exod,exod,EXOD,7.59,79285140,N/A,
turbo,turbo,Turbo,0.00114786,79188044,0xa35923162c49cf95e6bf26623385eb431ad920d3,
would,would,would,0.078876,78381984,N/A,
zilliqa,zil,Zilliqa,0.00397984,77709428,N/A,
gauntlet-usd-alpha,gtusda,Gauntlet USD Alpha,1.064,77652783,0x3bd9248048df95db4fbd748c6cd99c1baa40bad0,18.0
superfarm,super,SuperVerse,0.12041,77046067,0xe53ec727dbdeb9e2d5456c3be40cff031ab40a55,18.0
amp-token,amp,Amp,0.0008876,77007671,0xff20817765cb7f73d4bde2e66e067e58d11095c2,
toshi,toshi,Toshi,0.00018289,76914296,N/A,
gmx,gmx,GMX,7.39,76815079,N/A,
creditcoin-2,ctc,Creditcoin,0.143202,76667252,0xa3ee21c306a700e682abcdfe9baa6a08f3820419,
mina-protocol,mina,Mina Protocol,0.059533,76464143,N/A,
holotoken,hot,Holo,0.00042909,76209344,0x6c6ee5e31d828de241282b9606c8e98ea48526e2,
helio-protocol-hay,lisusd,Lista USD,0.998129,76192336,N/A,
baby-doge-coin,babydoge,Baby Doge Coin,4.17421e-10,75912058,0xac57de9c1a09fec648e93eb98875b212db0d460b,
oasis-network,rose,Oasis,0.01000174,75889470,N/A,
tria,tria,TRIA,0.03513785,75867138,0x228bec415ade4b61d7caf0adf8c91eac587ba369,
proton,xpr,XPR Network,0.00264707,75840449,0xd7efb00d12c2c13131fd319336fdf952525da2af,4.0
stau,stau,STAU,0.00757497,75745139,N/A,
bitcastle-token,bce,bitcastle Token,0.189186,75674297,N/A,
metal-blockchain,metal,Metal Blockchain,0.148643,75457091,0x294559fa758c88d639fd085751e463fee7806eab,18.0
cygnus-finance-global-usd,cgusd,Cygnus Finance Global USD,0.993707,75027370,N/A,
tradable-na-neobank-sstl,pc0000023,Tradable NA Neobank SSTL,1.0,75000000,N/A,
tagger,tag,TAGGER,0.00068808,74800949,N/A,
felix-feusd,feusd,Felix feUSD,0.995549,74661264,N/A,
aioz-network,aioz,AIOZ Network,0.059698,74380895,0x626e8036deb333b408be468f951bdb42433cbf18,
ronin,ron,Ronin,0.095898,74135264,N/A,
audiera,beat,Audiera,0.532426,74100896,N/A,
flow,flow,Flow,0.04459193,74030217,N/A,
blur,blur,Blur,0.02640197,73645776,0x5283d291dbcf85356a21ba090e6db59121208b44,
axelar,axl,Axelar,0.063161,73574060,0x467719ad09025fcc6cf6f8311755809d45a5e5f3,
ai-rig-complex,arc,AI Rig Complex,0.073527,73522349,N/A,
wormhole,w,Wormhole,0.01257024,72842131,0xb0ffa8000886e57f86dd5264b9582b2ad87b2b91,18.0
railgun,rail,Railgun,1.26,72501703,0xe76c6c83af64e4c60245d8c7de953df673a7a33d,18.0
nervos-network,ckb,Nervos Network,0.00148825,72427657,N/A,
bc-token,bc,BCGame Coin,0.00725485,72385795,N/A,
based-brett,brett,Brett,0.00730502,72379590,N/A,
sahara-ai,sahara,Sahara AI,0.02204888,72196287,0xfdffb411c4a70aa7c95d5c981a6fb4da867e1111,
matrixdock-gold,xaum,Matrixdock Gold,4601.54,72190130,0x2103e845c5e135493bb6c2a4f0b8651956ea8682,
debridge,dbr,deBridge,0.01353919,72068754,N/A,
mimblewimblecoin,mwc,MimbleWimbleCoin,6.53,71831132,N/A,
deep,deep,DeepBook,0.02852215,71338422,N/A,
vaneck-treasury-fund,vbill,VanEck Treasury Fund,1.0,71267511,0x2255718832bc9fd3be1caf75084f4803da14ff01,6.0
ontology,ont,Ontology,0.07109,71085436,N/A,
comedian,ban,Comedian,0.070818,70988191,N/A,
alchemist-ai,alch,Alchemist AI,0.083229,70772530,N/A,
midas-mf-one,mf-one,Midas mF-ONE,1.081,70470543,0x238a700ed6165261cf8b2e544ba797bc11e466ba,18.0
coinex-token,cet,CoinEx,0.02788544,70470269,0x081f67afa0ccf8c7b17540767bbe95df2ba8d97f,18.0
temple,temple,TempleDAO,2.97,70420643,0x470ebf5f030ed85fc1ed4c2d36b9dd02e77cf1b7,
digibyte,dgb,DigiByte,0.00384522,70206521,N/A,
irys,irys,Irys,0.03508935,70179275,0x50f41f589afaca2ef41fdf590fe7b90cd26dee64,18.0
astar,astr,Astar,0.00811501,69735929,0xf27441230eadeac85b764610325cc9a0d7859689,18.0
apes-2-2,apes,APES,0.077386,69646805,N/A,
fasttoken,ftn,Fasttoken,0.159833,69345834,0xaedf386b755465871ff874e3e37af5976e247064,
arkham,arkm,Arkham,0.110845,69033434,0x6e2a43be0b1d33b726f0ca3b8de60b3482b8b050,
fogo,fogo,Fogo,0.01795772,68480896,N/A,
dmt-nat,nat,DMT-NAT,1.75664e-07,68069679,0x249130f5e2dd4cf278180c0df8273f3592ad1247,0.0
targon,sn4,Targon,14.65,67447894,N/A,
mindwavedao,nila,MindWaveDAO,0.078662,66293777,N/A,
threshold-network-token,t,Threshold Network,0.00588157,65614864,0xcdf7028ceab81fa0c6971208e83fa7872994bee5,18.0
puff-the-dragon,puff,Puff The Dragon,0.073744,65550283,0x31b6100f5f4466e6daeb1edb2f2ce6e548cf8938,18.0
tronbank,tbk,TronBank,0.649208,64920592,N/A,
dola-usd,dola,DOLA,0.992011,64890590,0x865377367054516e17014ccded1e7d814edc9ce4,18.0
dai-on-pulsechain,dai,DAI on PulseChain,0.00144919,64284456,N/A,
movement,move,Movement,0.01749438,64256726,0x3073f7aaa4db83f95e9fff17424f71d4751a3073,
plume,plume,Plume,0.01156814,64155076,0x4c1746a800d224393fe2470c70a35717ed4ea5f1,
aelf,elf,aelf,0.078012,63951535,0xbf2179859fc6d5bee9bf9158632dc51678a4100e,
straitsx-xusd,xusd,StraitsX XUSD,0.999703,63894033,0xc08e7e23c235073c6807c2efe7021304cb7c2815,
greyhunt,hunt,Greyhunt,2.96,63743649,N/A,
main-street-usd,msusd,Main Street USD,0.999779,63202968,0x4ba01f22827018b4772cd326c7627fb4956a7c00,18.0
non-playable-coin,npc,Non-Playable Coin,0.00780494,62808510,0x8ed97a637a790be1feff5e888d43629dc05408f6,18.0
chainopera-ai,coai,ChainOpera AI,0.33324,62650433,N/A,
tradable-north-america-pos-lender-sstn,pc0000019,Tradable North America PoS Lender SSTN,1.0,62500000,N/A,
numeraire,nmr,Numeraire,8.87,62440292,0x1776e1f26f98b1a5df9cd347953a26dd3cb46671,
kava,kava,Kava,0.056921,61647207,N/A,
moo-deng,moodeng,Moo Deng,0.062236,61542762,N/A,
rekt-4,rekt,Rekt,1.46319e-07,61512689,0xdd3b11ef34cd511a2da159034a05fcb94d806686,18.0
dusk-network,dusk,DUSK,0.121741,60917802,0x940a2db1b7008b6c776d4faaca729d6d4a4aa551,
rosa-inu,rosa,Rosa Inu,0.00060864,60854707,N/A,
swop-2,swop,Swop,0.00607121,60712120,N/A,
verus-coin,vrsc,Verus,0.753913,60503362,N/A,
bitkub-coin,kub,KUB Coin,0.874176,60296017,N/A,
celium,sn51,lium,15.55,60257873,N/A,
polymesh,polyx,Polymesh,0.04738772,60233789,N/A,
zama,zama,Zama,0.02738163,60210079,0xa12cc123ba206d4031d1c7f6223d1c2ec249f4f3,18.0
nano,xno,Nano,0.448767,59787165,N/A,
eurite,euri,Eurite,1.17,59750160,0x9d1a7a3191102e9f900faa10540837ba84dcbae7,18.0
jupusd,jupusd,JupUSD,0.999919,59630676,N/A,
saturn-dollar,usdat,Saturn Dollar,0.999917,59454738,0x23238f20b894f29041f48d88ee91131c395aaa71,6.0
agentfun-ai,agentfun,AgentFun.AI,0.592175,59216398,N/A,
openledger-2,open,OpenLedger,0.272779,58735760,0xa227cc36938f0c9e09ce0e64dfab226cad739447,18.0
mog-coin,mog,Mog Coin,1.49816e-07,58512287,0xaaee1a9723aadb7afa2810263653a34ba2c21c7a,
aztec,aztec,Aztec,0.01973048,58441038,0xa27ec0006e59f245217ff08cd52a7e8b169e62d2,
usdx,usdx,USDX,0.523172,58368133,N/A,
velo,velo,Velo,0.00331932,58353308,N/A,
mantra-dao,om,MANTRA [Old],0.01171044,58319448,N/A,
strategy-pp-variable-xstock,strcx,Strategy PP Variable xStock,103.12,57530986,0x1aad217b8f78dba5e6693460e8470f8b1a3977f3,
unit-pump,upump,Unit Pump,0.00180383,57512951,N/A,
soon-2,soon,SOON,0.16918,57477533,N/A,
main-street-yield,msy,Main Street Yield,1.034,57375688,0x890a5122aa1da30fec4286de7904ff808f0bd74a,
mocaverse,moca,Moca Network,0.01402184,57317570,0xf944e35f95e819e752f3ccb5faf40957d311e8c5,18.0
yooldo-games,esports,Yooldo Games,0.377388,57248354,N/A,
sushi,sushi,Sushi,0.209423,57183600,0x6b3595068778dd592e39a122f4f5a5cf09c90fe2,18.0
babylon,baby,Babylon,0.01474271,56933255,N/A,
hashkey-ecopoints,hsk,HashKey Platform Token,0.165062,56921158,0xe7c6bf469e97eeb0bfb74c8dbff5bd47d4c1c98a,
bitdca,bdca,BitDCA,0.685279,56295978,N/A,
popcat,popcat,Popcat,0.057455,56294253,N/A,
vethor-token,vtho,VeThor,0.00056369,56201408,N/A,
pythia,pythia,PYTHIA,0.056214,56100865,N/A,
zora,zora,Zora,0.01254248,56049206,N/A,
peanut-the-squirrel,pnut,Peanut the Squirrel,0.056112,56018903,N/A,
world-mobile-token,wmtx,World Mobile Token,0.065771,55992837,0xdbb5cf12408a3ac17d668037ce289f9ea75439d7,
quantixai,qfi,Quantix Finance,55.57,55574350,N/A,
home,home,HOME,0.01500604,55538420,N/A,
concordium,ccd,Concordium,0.00458822,55249649,N/A,
vvs-finance,vvs,VVS Finance,1.26e-06,54794466,0x839e71613f9aa06e5701cf6de63e303616b0dde3,
api3,api3,Api3,0.379367,54238080,0x0b38210ea11411557c13457d4da7dc6ea731b88a,
rif-token,rif,Rootstock Infrastructure Framework,0.054182,54185812,0x01b603be3d545f096015741e6503440282bf45fb,18.0
tesla-xstock,tslax,Tesla xStock,381.71,54136953,0x8ad3c73f833d3f9a523ab01476625f269aeb7cf0,18.0
tac,tac,TAC,0.01820554,54111926,N/A,
crown-brlv,brlv,Crown BRLV,0.201653,54055161,0xd7ca0e2c36d647446b782d1b72308e598373e2f5,
loaded-lions,lion,Loaded Lions,0.00175609,54023890,N/A,
magic-eden,me,Magic Eden,0.105056,53962398,N/A,
tellor,trb,Tellor Tributes,19.34,53841872,0x88df592f8eb5d7bd38bfef7deb0fbc02cf3778a0,
brz,brz,Brazilian Digital,0.201044,53554630,0x01d33fd36ec67c6ada32cf36b31e88ee190b1839,18.0
tradable-na-legal-receivables-ssl,pc0000081,Tradable NA Legal Receivables SSL,1.0,53443370,N/A,
mimbogamegroup,mgg,MimboGameGroup,0.00300866,53403047,N/A,
midas-mtbill,mtbill,Midas mTBILL,1.059,53390602,0xdd629e5241cbc5919847783e6c96b2de4754e438,18.0
escoin-token,elg,Escoin,0.288281,53104045,0xa2085073878152ac3090ea13d1e41bd69e60dc99,
jelly-my-jelly,jellyjelly,Jelly-My-Jelly,0.05304,53073642,N/A,
affine,sn120,affine,17.51,52971423,N/A,
lab,lab,LAB,0.686147,52378420,N/A,
cat-in-a-dogs-world,mew,cat in a dogs world,0.0005893,52354375,N/A,
tdccp,tdccp,TDCCP,0.081281,52019816,N/A,
mask-network,mask,Mask Network,0.519991,51976373,0x69af81e73a73b40adf4f3d4223cd9b1ece623074,
request-network,req,Request,0.069727,51848106,0x8f8221afbb33998d8584a2b05749ba73c37a938a,
celo,celo,Celo,0.086182,51741520,N/A,
gensyn,ai,Gensyn,0.03953198,51718250,0x4d7078ddd6ccfed2f85db5b7d3ff16828d378d48,18.0
geodnet,geod,Geodnet,0.119513,51471986,N/A,
riv-coin,riv,RIV Coin,0.01257826,51138685,N/A,
pay-coin,pci,Paycoin,0.050017,51126328,N/A,
dual,dual,Dual,0.00690556,50992966,0x6af487beb661ccecd1d045e9561a0dac9aa5c7db,
verge,xvg,Verge,0.00307858,50853315,N/A,
meta-2-2,meta,MetaDAO,2.23,50661842,N/A,
fidelity-digital-dollar,fidd,Fidelity Digital Dollar,0.999472,50524246,0x7c135549504245b5eae64fc0e99fa5ebabb8e35d,18.0
sierra-2,sierra,Sierra,1.02,50144900,0x6bf7788eaa948d9ffba7e9bb386e2d3c9810e0fc,6.0
usdkg,usdkg,USDKG,0.999717,49985495,0xe820c06321e60d36257c666643fa5436643445e3,
alloy-tether,ausdt,Alloy Tether,0.998778,49938899,0x9eead9ce15383caeed975427340b3a369410cfbf,6.0
wiki-cat,wkc,Wiki Cat,9.3031e-08,49936097,N/A,
perle,prl,Perle,0.284389,49750692,N/A,
redstone-oracles,red,RedStone,0.133698,49608159,0xc43c6bfeda065fe2c4c11765bf838789bd0bb5de,
law-blocks,lbt,Law Blocks AI,0.202159,49529113,N/A,
myx-finance,myx,MYX Finance,0.258875,49393177,N/A,
tradable-eu-latam-pos-financing-sstl,pc0000049,Tradable Eu/LatAm PoS Financing SSTL,1.0,49300000,N/A,
terra-luna-2,luna,Terra,0.068683,48774659,N/A,
zerobase,zbt,ZEROBASE,0.198382,48526464,0xfab99fcf605fd8f4593edb70a43ba56542777777,18.0
mantra,mantra,MANTRA,0.00973025,48459458,N/A,
aleo,aleo,ALEO,0.04480559,48306539,N/A,
xyo-network,xyo,XYO Network,0.00346444,48252758,0x55296f69f40ea6d20e478533c15a6b08b654e758,
avantis,avnt,Avantis,0.14974,47928670,N/A,
succinct,prove,Succinct,0.244691,47727887,0x6bef15d938d4e72056ac92ea4bdd0d76b1c4ad29,
ankr,ankr,Ankr Network,0.00476406,47632660,0x8290333cef9e6d528dd5618fb97a76f268f3edd4,18.0
ondo-u-s-dollar-token,usdon,Ondo U.S. Dollar Token,1.0,47470363,0xace8e719899f6e91831b18ae746c9a965c2119f1,18.0
sygnum-fiusd-liquidity-fund,fiusd,Sygnum FIUSD Liquidity Fund,11859.87,47411728,N/A,
altlayer,alt,AltLayer,0.00748301,46110508,0x8457ca5040ad67fdebbcc8edce889a335bc0fbfb,
siacoin,sc,Siacoin,0.0009236,45950188,N/A,
fractal-bitcoin,fb,Fractal Bitcoin,0.453767,45782918,N/A,
opengradient,opg,OpenGradient,0.239047,45401879,N/A,
palladium-network,plld,Palladium Network,0.875969,45396682,0xfc8dcfca8a37a855e352098af205b3a537b6b026,18.0
gohome,gohome,GOHOME,86.37,45341118,N/A,
deso,deso,Decentralized Social,4.25,44793151,N/A,
casper-network,cspr,Casper Network,0.00281387,44672776,N/A,
vana,vana,Vana,1.45,44624725,0x7ff7fa94b8b66ef313f7970d4eebd2cb3103a2c0,
novachargex-coin,ncx,NovaChargeX Coin,0.371485,44578193,0xf8a6f43ce478aac1db99c07661dfd3acb5890792,
unipoly,unp,Unipoly,0.159234,44462915,0x23d7ff057c696fee679c60cef61fee6614218f04,
frax-share,frax,Frax (prev. FXS),0.460733,43982773,0x3432b6a60d23ca0dfca7761b7ab56459d9c964d0,18.0
magma-finance,magma,Magma Finance,0.230475,43799990,N/A,
circle-xstock,crclx,Circle xStock,91.74,43733098,0xfebded1b0986a8ee107f5ab1a1c5a813491deceb,18.0
space-and-time,sxt,Space and Time,0.01672578,43459011,0xe6bfd33f52d82ccb5b37e16d3dd81f9ffdabb195,18.0
bim-2,bim,BIM,1.44,43332317,N/A,
glidr,glidr,Glidr,1.22,43315106,N/A,
bedrock-token,br,Bedrock,0.172408,43147511,0x9b61879e91a0b1322f3d61c23aaf936231882096,18.0
diem,diem,Diem,1096.5,42513167,N/A,
venus,xvs,Venus,2.52,42469098,0xd3cc9d8f3689b83c91b7b59cab4946b063eb894a,18.0
iotex,iotx,IoTeX,0.00447594,42262098,0x6fb3e0a217407efff7ca062d46c26e5d60a14d69,
anvil,anvl,Anvil,0.00051906,42143813,0xaeeaa594e7dc112d67b8547fe9767a02c15b5597,
bora,bora,BORA,0.03635168,41904395,N/A,
ardor,ardr,Ardor,0.0419428,41878467,N/A,
robo-token-2,robo,Fabric Protocol,0.0186611,41599514,0x32b4d049fe4c888d2b92eecaf729f44df6b1f36e,18.0
orbs,orbs,Orbs,0.00844853,41595324,0xff56cc6b1e6ded347aa0b7676c85ab0b3d08b0fa,
project-galaxy,gal,GAL (migrated to Gravity - G),0.324561,41458541,0x5faa989af96af85384b8a938c2ede4a7378d9875,18.0
cross-2,cross,CROSS,0.104243,41413429,N/A,
chia,xch,Chia,2.25,41293813,N/A,
uma,uma,UMA,0.45324,41237109,0x04fa0d235c4abf4bcf4787af4cf447de572ef828,
unitywallet-token,unt,UnityWallet Token,0.062685,41190402,N/A,
rocket-pool,rpl,Rocket Pool,1.83,41018875,0xd33526068d116ce69f19a9ee46f0bd304f21a51f,
venom,venom,Venom,0.01905997,41004773,0x46f84dc6564cdd93922f7bfb88b03d35308d87c9,9.0
hyperlane,hyper,Hyperlane,0.121378,41002561,0x93a2db22b7c736b341c32ff666307f4a9ed910f5,18.0
gekko,gekko,GEKKO,6.84556e-07,41001254,0xf017d3690346eb8234b85f74cee5e15821fee1f4,18.0
islamic-coin,islm,Islamic Coin,0.01168049,40971556,N/A,
coredaoorg,core,Core,0.03789387,40923671,N/A,
ishares-bitcoin-trust-ondo-tokenized,ibiton,iShares Bitcoin Trust (Ondo Tokenized),43.67,40859413,0x122940c4c5f9ccfae7fa86455a42d3ec140855ce,18.0
pirate-chain,arrr,Pirate Chain,0.207941,40800974,N/A,
zignaly,zig,ZIGChain,0.02895518,40792889,0xb2617246d0c6c0087f18703d576831899ca94f01,
velvet,velvet,Velvet,0.110856,40701728,N/A,
waves,waves,Waves,0.405964,40596598,0x1cf4592ebffd730c7dc92c1bdffdfc3b9efcf29a,18.0
paxos-standard,usdp,Pax Dollar,0.999471,40548008,0x8e870d67f660d95d5be530380d0ec0bd388289e1,
gemini-dollar,gusd,Gemini Dollar,0.999898,40461314,0x056fd409e1d7a124bd7017459dfea2f387b6d5cd,
meet48,idol,MEET48,0.02264729,40368016,N/A,
apriori,apr,aPriori,0.163403,40344355,0x5a9610919f5e81183823a2be4bd1beb2b4da2a20,18.0
skale,skl,SKALE,0.0066187,40314925,0x00c83aecc790e8a4453e5dd3b0b4b3680501a7a7,18.0
ssv-network,ssv,SSV Network,2.74,40233329,0x9d65ff81a3c488d585bbfb0bfe3c7707c7917f54,18.0
staked-frax-usd,sfrxusd,Frax Staked frxUSD,1.2,40177242,0xcf62f905562626cfcdd2261162a51fd02fc9c5b6,18.0
score,sn44,Score,8.85,40120358,N/A,
changenow,now,ChangeNOW,0.479642,40094494,0xe9a95d175a5f4c9369f3b74222402eb1b837693b,
illuvium,ilv,Illuvium,4.84,40073255,0x767fe9edc9e0df98e07454847909b5e959d7ca0e,
yzy,yzy,YZY,0.308293,40030663,N/A,
merlin-chain,merl,Merlin Chain,0.03236944,40029591,0xa0c56a8c0692bd10b3fa8f8ba79cf5332b7107f9,18.0
nockchain,nock,Nockchain,0.02047086,40014042,N/A,
bitget-wrapped-btc,bgbtc,Bitget Wrapped BTC,77040.0,39983880,0x0520930f21b14cafac7a27b102487bee7138a017,8.0
apex-token-2,apex,APEX,0.287568,39915061,0x52a8845df664d76c69d2eea607cd793565af42b8,
purr-2,purr,Purr,0.066985,39891977,N/A,
icon,icx,ICON,0.0363683,39847215,N/A,
proprietary-trading-network,sn8,Proprietary Trading Network,8.91,39766397,N/A,
superfortune,gua,Superfortune,0.881265,39717905,N/A,
holoworld,holo,Holoworld,0.062067,39708955,N/A,
binance-usd,busd,BUSD,0.989885,39621440,0x4fabb145d64652a948d72533023f6e7a623c7c53,18.0
status,snt,Status,0.00999575,39587810,0x744d70fdbe2ba4cf95131626614a1763df805b9e,
spdr-s-p-500-etf-ondo-tokenized-etf,spyon,SPDR S&P 500 ETF (Ondo Tokenized ETF),725.25,39554624,0xfedc5f4a6c38211c1338aa411018dfaf26612c08,
bitway,btw,Bitway,0.01792734,39473750,0x3a63de3572c69a1307ff08394f3ee7702c16d25d,
neiro-3,neiro,Neiro,9.348e-05,39319034,0x812ba41e071c7b7fa4ebcfb62df5f45f6fa853ee,9.0
frankencoin,zchf,Frankencoin,1.28,39101511,0xb58e61c3098d85632df34eecfb899a1ed80921cb,18.0
ebtc-2,ebtc,eBTC,76717.0,39090648,N/A,
dogelon-mars,elon,Dogelon Mars,3.9018e-08,39019573,N/A,
burnedfi,burn,BurnedFi,3.14,38960813,N/A,
pumpmeme,pm,PumpMeme,1.22,38907108,N/A,
moonbirds,birb,Moonbirds,0.136616,38905543,N/A,
edu-coin,edu,Open Campus,0.051452,38825644,0x26aad156ba8efa501b32b42ffcdc8413f90e9c99,
io,io,io.net,0.117334,38773415,N/A,
playsout,play,PlaysOut,0.103491,38664605,N/A,
huma-finance,huma,Huma Finance,0.02223441,38540395,N/A,
invesco-qqq-etf-ondo-tokenized-etf,qqqon,Invesco QQQ ETF (Ondo Tokenized ETF),670.28,38514238,0x0e397938c1aa0680954093495b70a9f5e2249aba,18.0
coti,coti,COTI,0.01372687,38402923,0xddb3422497e61e13543bea06989c0789117555c5,
useless-3,useless,Useless Coin,0.03841249,38399115,N/A,
notcoin,not,Notcoin,0.00038583,38332259,N/A,
constitutiondao,people,ConstitutionDAO,0.00754894,38246027,0x7a58c0be72be218b41c608b7fe7c5bb630736c71,18.0
quack-ai,q,Quack AI,0.01006857,38165633,0xc07e1300dc138601fa6b0b59f8d0fa477e690589,18.0
apro,at,Apro,0.165977,38157067,0x0581ccdf2d9bca21baeff8b32b2551fd49cf70aa,18.0
band-protocol,band,Band,0.215088,37756204,0xba11d00c5f74255f56a5e366f4f77f5a186d7f55,18.0
renzo,rez,Renzo,0.00449898,37752087,0x3b50805453023a91a8bf641e279401a0b23fa6f9,18.0
pundi-x-2,pundix,Pundi X,0.145511,37599218,0x0fd10b9899882a6f2fcb5c371e17e70fdee00c38,
atoshi,atos,Atoshi,0.04175794,37498078,0x4d0528598f916fd1d8dc80e5f54a8feedcfd4b18,
atomone,atone,AtomOne,0.28784,37438693,N/A,
ecomi,omi,ECOMI,0.00013692,37109188,0xed35af169af46a02ee13b9d79eb57d6d68c1749e,
book-of-meme,bome,BOOK OF MEME,0.00053521,36848639,N/A,
prometeus,prom,Prom,2.02,36813390,0xfc82bb4ba86045af6f327323a46e80412b91b27d,
bas,bas,BNB Attestation Service,0.01468432,36799380,N/A,
alchemy-pay,ach,Alchemy Pay,0.00742561,36700119,0xed04915c23f00a313a544955524eb7dbd823143d,8.0
botxcoin,botx,BOTXCOIN,0.698638,36684877,0xef19f4e48830093ce5bc8b3ff7f903a0ae3e9fa1,
storx,srx,StorX,0.06024,36526985,N/A,
peaq-2,peaq,peaq,0.01773266,36521415,N/A,
terrausd,ustc,TerraClassicUSD,0.00648801,36175916,N/A,
hermez-network-token,hez,Hermez Network,3.27,36044708,0xeef9f339514298c6a857efcfc1a762af84438dee,
aegis-yusd,yusd,Aegis YUSD,0.998482,36022011,0x4274cd7277c7bb0806bd5fe84b9adae466a8da0a,18.0
nvidia-ondo-tokenized-stock,nvdaon,NVIDIA (Ondo Tokenized Stock),200.73,36019056,0x2d1f7226bd1f780af6b9a49dcc0ae00e8df4bdee,18.0
swftcoin,swftc,SWFTCOIN,0.00358562,35853939,0x0bb217e40f8a5cb79adf04e1aab60e5abd0dfc1e,8.0
mass-vehicle-ledger,mvl,MVL,0.00128914,35831280,0xa849eaae994fb86afa73382e9bd88c2b6b18dc71,
memecoin-2,meme,Memecoin,0.00057078,35715641,0xb131f4a55907b10d1f0a50d8ab8fa09ec342cd74,18.0
openeden-open-dollar,usdo,OpenEden OpenDollar,0.997717,35646593,0x8238884ec9668ef77b90c6dff4d1a9f4f4823bfe,18.0
snowbank,sb,Snowbank,223.03,35604482,N/A,
espresso,esp,Espresso,0.068345,35573416,0x031de51f3e8016514bd0963d0b2ab825a591db9a,18.0
backpack,bp,Backpack,0.14258,35545263,N/A,
resupply-usd,reusd,Resupply USD,0.999306,35326425,0x57ab1e0003f623289cd798b1824be09a793e4bec,
woo-network,woo,WOO,0.0186806,35322420,0x4691937a7508860f876c9c0a2a617e7d9e945d4b,18.0
snek,snek,Snek,0.00047365,35267596,N/A,
kgen,kgen,KGeN,0.176887,35206126,N/A,
omni-network,omni,Omni Network [Old],0.654023,35174802,N/A,
whiteheart,white,Whiteheart,3956.29,35163497,0x5f0e628b693018f639d10e4a4f59bd4d8b2b6b44,18.0
auction,auction,Bounce,4.76,35134518,0xa9b1eb5908cfc3cdf91f9b8b3a74108598009096,18.0
small-thing,st,Small Thing,0.00196496,35099309,N/A,
tokamak-network,ton,Tokamak Network,0.618367,35075397,0x2be5e8c109e2197d077d13a82daead6a9b3433c5,18.0
iostoken,iost,IOST,0.00106321,34906715,N/A,
mango-markets,mngo,Mango,0.03109,34742049,N/A,
helder,hldr,Helder,0.177769,34703121,N/A,
okzoo,aiot,OKZOO,0.130774,34467061,N/A,
stepn,gmt,GMT,0.01105381,34392816,0xe3c408bd53c31c085a1746af401a4042954ff740,8.0
nirvana-ana-2,ana,Nirvana ANA,4.19,34287517,N/A,
harmony,one,Harmony,0.00229505,34127232,N/A,
ark,ark,ARK,0.173736,34090446,N/A,
liquity-bold-2,bold,BOLD,0.999944,34052087,0x6440f144b7e50d6a8439336510312d2f54beb01d,
secret,scrt,Secret,0.100121,34004374,N/A,
hive_dollar,hbd,Hive Dollar,1.021,33947913,N/A,
fx-usd-saving,fxsave,f(x) USD Saving,1.094,33784276,0x7743e50f534a7f9f1791dde7dcd89f7783eefc39,18.0
